component_id,type,name,performance_level
424_GPU,GPU,AMD Radeon AMD Radeon,Medium
424_RAM,RAM,16 GB,Medium
424_STORAGE,STORAGE,1024.0 GB,Medium
425_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
425_GPU,GPU,Intel Integrated UHD,Low
425_RAM,RAM,16 GB,Low
425_STORAGE,STORAGE,512.0 GB,Low
426_CPU,CPU,AMD Ryzen 7 Octa Core,High
426_GPU,GPU,NVIDIA GeForce RTX 3050,High
426_RAM,RAM,16 GB,High
426_STORAGE,STORAGE,512.0 GB,High
427_CPU,CPU,Intel Core i5 11th Gen,Low
427_GPU,GPU,Intel Integrated Intel UHD Graphics,Low
427_RAM,RAM,8 GB,Low
427_STORAGE,STORAGE,512.0 GB,Low
428_CPU,CPU,Intel Core i7 11th Gen,Medium
428_GPU,GPU,NVIDIA GeForce RTX RTX 3050,Medium
428_RAM,RAM,16 GB,Medium
428_STORAGE,STORAGE,512.0 GB,Medium
429_CPU,CPU,Intel Core i5 11th Gen,Low
429_GPU,GPU,Intel Integrated Iris Xe,Low
429_RAM,RAM,8 GB,Low
429_STORAGE,STORAGE,256.0 GB,Low
430_CPU,CPU,Intel Core i7 11th Gen,High
430_GPU,GPU,NVIDIA GeForce RTX 3070,High
430_RAM,RAM,16 GB,High
430_STORAGE,STORAGE,1024.0 GB,High
431_CPU,CPU,AMD Ryzen 5 Hexa Core,Medium
431_GPU,GPU,NVIDIA GeForce GTX 3050,Medium
431_RAM,RAM,8 GB,Medium
431_STORAGE,STORAGE,512.0 GB,Medium
432_CPU,CPU,Intel Core i5 11th Gen,Low
432_GPU,GPU,Intel Integrated Intel Iris Xe Graphics,Low
432_RAM,RAM,8 GB,Low
432_STORAGE,STORAGE,512.0 GB,Low
433_CPU,CPU,Intel Core i5 11th Gen,Low
433_GPU,GPU,Intel Integrated Iris Xe,Low
433_RAM,RAM,16 GB,Low
433_STORAGE,STORAGE,512.0 GB,Low
434_CPU,CPU,AMD Ryzen 5 Hexa Core,Medium
434_GPU,GPU,NVIDIA GeForce RTX 3050,Medium
434_RAM,RAM,8 GB,Medium
434_STORAGE,STORAGE,512.0 GB,Medium
435_CPU,CPU,Intel Core i5 11th Gen,Low
435_GPU,GPU,NA Intel Iris Xe Graphics,Low
435_RAM,RAM,8 GB,Low
435_STORAGE,STORAGE,512.0 GB,Low
436_CPU,CPU,AMD Ryzen 9 Octa Core,High
436_GPU,GPU,NVIDIA GeForce RTX RTX 3050,High
436_RAM,RAM,16 GB,High
436_STORAGE,STORAGE,1024.0 GB,High
437_CPU,CPU,Intel Core i7 11th Gen,Low
437_GPU,GPU,Intel Integrated intel,Low
437_RAM,RAM,8 GB,Low
437_STORAGE,STORAGE,1280.0 GB,Low
438_CPU,CPU,Intel Core i3 10th Gen,Low
438_GPU,GPU,Intel Integrated Intel UHD,Low
438_RAM,RAM,4 GB,Low
438_STORAGE,STORAGE,1024.0 GB,Low
439_CPU,CPU,Intel Core i5 11th Gen,Low
439_GPU,GPU,Intel Integrated Intel HD Graphics,Low
439_RAM,RAM,8 GB,Low
439_STORAGE,STORAGE,1280.0 GB,Low
440_CPU,CPU,Intel Core i9 11th Gen,Extreme
440_GPU,GPU,NVIDIA GeForce RTX 3060,Extreme
440_RAM,RAM,16 GB,Extreme
440_STORAGE,STORAGE,1024.0 GB,Extreme
441_CPU,CPU,Intel Core i3 11th Gen,Low
441_GPU,GPU,Intel Integrated Intel HD Graphics,Low
441_RAM,RAM,8 GB,Low
441_STORAGE,STORAGE,256.0 GB,Low
442_CPU,CPU,Intel Core i5 10th Gen,Low
442_GPU,GPU,Intel Integrated UHD,Low
442_RAM,RAM,8 GB,Low
442_STORAGE,STORAGE,512.0 GB,Low
443_CPU,CPU,Intel Core i3 10th Gen,Low
443_GPU,GPU,Intel Integrated Intel HD,Low
443_RAM,RAM,8 GB,Low
443_STORAGE,STORAGE,512.0 GB,Low
444_CPU,CPU,AMD Ryzen 5 Quad Core,Low
444_GPU,GPU,AMD Radeon Vega 8,Low
444_RAM,RAM,8 GB,Low
444_STORAGE,STORAGE,1024.0 GB,Low
445_CPU,CPU,Intel Core i7 10th Gen,Low
445_GPU,GPU,Intel Integrated Iris Plus,Low
445_RAM,RAM,16 GB,Low
445_STORAGE,STORAGE,512.0 GB,Low
446_CPU,CPU,Intel Core i3 11th Gen,Low
446_GPU,GPU,Intel Integrated UHD,Low
446_RAM,RAM,8 GB,Low
446_STORAGE,STORAGE,256.0 GB,Low
447_CPU,CPU,Intel Core i3 10th Gen,Low
447_GPU,GPU,Intel Integrated UHD,Low
447_RAM,RAM,8 GB,Low
447_STORAGE,STORAGE,256.0 GB,Low
448_CPU,CPU,Intel Core i5 10th Gen,Low
448_GPU,GPU,Intel Integrated UHD,Low
448_RAM,RAM,8 GB,Low
448_STORAGE,STORAGE,512.0 GB,Low
449_CPU,CPU,Intel Core i3 10th Gen,Low
449_GPU,GPU,Intel Integrated UHD,Low
449_RAM,RAM,8 GB,Low
449_STORAGE,STORAGE,256.0 GB,Low
450_CPU,CPU,Intel Core i5 10th Gen,Low
450_GPU,GPU,Intel Integrated UHD,Low
450_RAM,RAM,8 GB,Low
450_STORAGE,STORAGE,512.0 GB,Low
451_CPU,CPU,Intel Core i3 10th Gen,Low
451_GPU,GPU,Intel Integrated UHD,Low
451_RAM,RAM,8 GB,Low
451_STORAGE,STORAGE,256.0 GB,Low
452_CPU,CPU,AMD Ryzen 5 Octa Core 11th Gen,Low
452_GPU,GPU,AMD Radeon WEGA 8,Low
452_RAM,RAM,16 GB,Low
452_STORAGE,STORAGE,512.0 GB,Low
453_CPU,CPU,Intel Core i3 11th Gen,Low
453_GPU,GPU,Intel Integrated,Low
453_RAM,RAM,8 GB,Low
453_STORAGE,STORAGE,512.0 GB,Low
454_CPU,CPU,Intel Core i3 11th Gen,Low
454_GPU,GPU,Intel Integrated Intel UHD Graphics,Low
454_RAM,RAM,8 GB,Low
454_STORAGE,STORAGE,1024.0 GB,Low
455_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
455_GPU,GPU,AMD Radeon Radeon,Low
455_RAM,RAM,8 GB,Low
455_STORAGE,STORAGE,512.0 GB,Low
456_CPU,CPU,Intel Core i5 11th Gen,Low
456_GPU,GPU,Intel Integrated Intel Iris Xe Graphics,Low
456_RAM,RAM,16 GB,Low
456_STORAGE,STORAGE,1280.0 GB,Low
457_CPU,CPU,AMD Ryzen 7 Octa Core,High
457_GPU,GPU,NVIDIA GeForce RTX RTX 3050,High
457_RAM,RAM,16 GB,High
457_STORAGE,STORAGE,512.0 GB,High
458_CPU,CPU,Intel Core i3 11th Gen,Low
458_GPU,GPU,Intel Integrated Intel UHD Graphics,Low
458_RAM,RAM,8 GB,Low
458_STORAGE,STORAGE,1280.0 GB,Low
459_CPU,CPU,AMD Ryzen 7 Octa Core,Medium
459_GPU,GPU,AMD Radeon AMD,Medium
459_RAM,RAM,16 GB,Medium
459_STORAGE,STORAGE,512.0 GB,Medium
460_CPU,CPU,Intel Celeron Dual Core,Low
460_GPU,GPU,Intel Integrated UHD Graphics 600,Low
460_RAM,RAM,4 GB,Low
460_STORAGE,STORAGE,256.0 GB,Low
461_CPU,CPU,Intel Core i5 11th Gen,Low
461_GPU,GPU,NA Intel Iris Xe Graphics,Low
461_RAM,RAM,16 GB,Low
461_STORAGE,STORAGE,512.0 GB,Low
462_CPU,CPU,Intel Celeron Dual Core,Low
462_GPU,GPU,Intel Integrated UHD Graphics 600,Low
462_RAM,RAM,4 GB,Low
462_STORAGE,STORAGE,nan GB,Low
463_CPU,CPU,AMD Ryzen 5 Hexa Core,Medium
463_GPU,GPU,NVIDIA GeForce GTX 1650,Medium
463_RAM,RAM,8 GB,Medium
463_STORAGE,STORAGE,512.0 GB,Medium
464_CPU,CPU,Intel Core i3 11th Gen,Low
464_GPU,GPU,Intel Integrated UHD,Low
464_RAM,RAM,8 GB,Low
464_STORAGE,STORAGE,256.0 GB,Low
465_CPU,CPU,Intel Core i3 11th Gen,Low
465_GPU,GPU,Intel Integrated Intel UHD Graphics,Low
465_RAM,RAM,4 GB,Low
465_STORAGE,STORAGE,256.0 GB,Low
466_CPU,CPU,Intel Core i5 10th Gen,Low
466_GPU,GPU,Intel Integrated Intel Intergrated UHD,Low
466_RAM,RAM,8 GB,Low
466_STORAGE,STORAGE,512.0 GB,Low
467_CPU,CPU,Intel Core i3 11th Gen,Low
467_GPU,GPU,Intel Integrated UHD,Low
467_RAM,RAM,8 GB,Low
467_STORAGE,STORAGE,256.0 GB,Low
468_CPU,CPU,Intel Core i3 11th Gen,Low
468_GPU,GPU,Intel Integrated UHD,Low
468_RAM,RAM,4 GB,Low
468_STORAGE,STORAGE,1280.0 GB,Low
469_CPU,CPU,Intel Core i5 11th Gen,Low
469_GPU,GPU,Intel Integrated Iris Xe,Low
469_RAM,RAM,16 GB,Low
469_STORAGE,STORAGE,512.0 GB,Low
470_CPU,CPU,AMD Ryzen 5 Quad Core,Low
470_GPU,GPU,AMD Radeon Vega Graphics,Low
470_RAM,RAM,8 GB,Low
470_STORAGE,STORAGE,512.0 GB,Low
471_CPU,CPU,Intel Core i3 10th Gen,Low
471_GPU,GPU,Intel Integrated UHD,Low
471_RAM,RAM,8 GB,Low
471_STORAGE,STORAGE,256.0 GB,Low
472_CPU,CPU,Intel Core i3 11th Gen,Low
472_GPU,GPU,Intel Integrated Intel UHD,Low
472_RAM,RAM,8 GB,Low
472_STORAGE,STORAGE,1024.0 GB,Low
473_CPU,CPU,Intel Core i3 10th Gen,Low
473_GPU,GPU,Intel Integrated UHD,Low
473_RAM,RAM,8 GB,Low
473_STORAGE,STORAGE,512.0 GB,Low
474_CPU,CPU,Intel Core i7 10th Gen,Low
474_GPU,GPU,Intel Integrated UHD,Low
474_RAM,RAM,8 GB,Low
474_STORAGE,STORAGE,512.0 GB,Low
475_CPU,CPU,Intel Core i5 11th Gen,Low
475_GPU,GPU,Intel Integrated Iris Xe,Low
475_RAM,RAM,16 GB,Low
475_STORAGE,STORAGE,512.0 GB,Low
476_CPU,CPU,Intel Core i5 11th Gen,High
476_GPU,GPU,NVIDIA GeForce RTX 3060,High
476_RAM,RAM,16 GB,High
476_STORAGE,STORAGE,512.0 GB,High
477_CPU,CPU,Intel Core i3 10th Gen,Low
477_GPU,GPU,Intel Integrated UHD,Low
477_RAM,RAM,4 GB,Low
477_STORAGE,STORAGE,512.0 GB,Low
478_CPU,CPU,Intel Core i7 10th Gen,Low
478_GPU,GPU,Intel Integrated Iris Plus,Low
478_RAM,RAM,16 GB,Low
478_STORAGE,STORAGE,512.0 GB,Low
479_CPU,CPU,Intel Core i3 10th Gen,Low
479_GPU,GPU,Intel Integrated UHD,Low
479_RAM,RAM,8 GB,Low
479_STORAGE,STORAGE,512.0 GB,Low
480_CPU,CPU,Intel Core i7 10th Gen,Low
480_GPU,GPU,Intel Integrated Iris Plus,Low
480_RAM,RAM,16 GB,Low
480_STORAGE,STORAGE,512.0 GB,Low
481_CPU,CPU,Intel Core i3 10th Gen,Low
481_GPU,GPU,Intel Integrated UHD,Low
481_RAM,RAM,8 GB,Low
481_STORAGE,STORAGE,512.0 GB,Low
482_CPU,CPU,Intel Core i5 11th Gen,Low
482_GPU,GPU,Intel Integrated,Low
482_RAM,RAM,8 GB,Low
482_STORAGE,STORAGE,1024.0 GB,Low
483_CPU,CPU,AMD Ryzen 5 Hexa Core,Medium
483_GPU,GPU,NVIDIA GeForce GTX NVIDIA® GEFORCE® GTX 1650 (4GB GDDR6),Medium
483_RAM,RAM,8 GB,Medium
483_STORAGE,STORAGE,512.0 GB,Medium
484_CPU,CPU,Intel Core i3 11th Gen,Low
484_GPU,GPU,Intel Integrated UHD,Low
484_RAM,RAM,8 GB,Low
484_STORAGE,STORAGE,512.0 GB,Low
485_CPU,CPU,Intel Core i3 11th Gen,Low
485_GPU,GPU,Intel Integrated Intel UHD,Low
485_RAM,RAM,8 GB,Low
485_STORAGE,STORAGE,1024.0 GB,Low
486_CPU,CPU,Intel Core i3 11th Gen,Low
486_GPU,GPU,Intel Integrated,Low
486_RAM,RAM,8 GB,Low
486_STORAGE,STORAGE,256.0 GB,Low
487_CPU,CPU,AMD Ryzen 3 Dual Core,Low
487_GPU,GPU,AMD Radeon integrated,Low
487_RAM,RAM,8 GB,Low
487_STORAGE,STORAGE,256.0 GB,Low
488_CPU,CPU,AMD Ryzen 9 Octa Core 5th Gen,High
488_GPU,GPU,NVIDIA GeForce RTX3050Ti,High
488_RAM,RAM,16 GB,High
488_STORAGE,STORAGE,1024.0 GB,High
489_CPU,CPU,Intel Core i3 11th Gen,Low
489_GPU,GPU,Intel Integrated Intel UHD Graphics,Low
489_RAM,RAM,8 GB,Low
489_STORAGE,STORAGE,1024.0 GB,Low
490_CPU,CPU,Intel Core i5 11th Gen,Low
490_GPU,GPU,Intel Integrated Iris Xe,Low
490_RAM,RAM,8 GB,Low
490_STORAGE,STORAGE,512.0 GB,Low
491_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
491_GPU,GPU,AMD Radeon AMD Radeon Graphics,Low
491_RAM,RAM,16 GB,Low
491_STORAGE,STORAGE,512.0 GB,Low
492_CPU,CPU,Intel Core i7 10th Gen,Medium
492_GPU,GPU,NVIDIA GeForce GTX 2 GB MX330,Medium
492_RAM,RAM,16 GB,Medium
492_STORAGE,STORAGE,512.0 GB,Medium
493_CPU,CPU,Intel Core i5 11th Gen,Low
493_GPU,GPU,Intel Integrated Iris Xe,Low
493_RAM,RAM,8 GB,Low
493_STORAGE,STORAGE,512.0 GB,Low
494_CPU,CPU,AMD Ryzen 7 Octa Core,Low
494_GPU,GPU,AMD Radeon AMD,Low
494_RAM,RAM,8 GB,Low
494_STORAGE,STORAGE,512.0 GB,Low
495_CPU,CPU,AMD Ryzen 7 Octa Core 4th Gen,High
495_GPU,GPU,NVIDIA GeForce GTX 1650,High
495_RAM,RAM,8 GB,High
495_STORAGE,STORAGE,1024.0 GB,High
496_CPU,CPU,AMD Ryzen 7 Octa Core,Extreme
496_GPU,GPU,NVIDIA GeForce RTX 3060,Extreme
496_RAM,RAM,16 GB,Extreme
496_STORAGE,STORAGE,1024.0 GB,Extreme
497_CPU,CPU,AMD Ryzen 7 Octa Core,Low
497_GPU,GPU,AMD Radeon AMD,Low
497_RAM,RAM,16 GB,Low
497_STORAGE,STORAGE,512.0 GB,Low
498_CPU,CPU,AMD Ryzen 7 Octa Core 4th Gen,High
498_GPU,GPU,NVIDIA GeForce GTX 1650,High
498_RAM,RAM,8 GB,High
498_STORAGE,STORAGE,1024.0 GB,High
499_CPU,CPU,AMD Ryzen 7 Octa Core 5th Gen,High
499_GPU,GPU,NVIDIA GeForce GTX 1650,High
499_RAM,RAM,8 GB,High
499_STORAGE,STORAGE,1024.0 GB,High
500_CPU,CPU,Intel Celeron Dual Core,Low
500_GPU,GPU,Intel Integrated UHD,Low
500_RAM,RAM,4 GB,Low
500_STORAGE,STORAGE,256.0 GB,Low
501_CPU,CPU,Intel Celeron Dual Core,Low
501_GPU,GPU,Intel Integrated Intel Integrated UHD,Low
501_RAM,RAM,4 GB,Low
501_STORAGE,STORAGE,1024.0 GB,Low
502_CPU,CPU,Intel Core i7 11th Gen,High
502_GPU,GPU,NVIDIA GeForce RTX 3070,High
502_RAM,RAM,16 GB,High
502_STORAGE,STORAGE,1024.0 GB,High
503_CPU,CPU,Intel Core i3 10th Gen,Low
503_GPU,GPU,Intel Integrated UHD,Low
503_RAM,RAM,8 GB,Low
503_STORAGE,STORAGE,1024.0 GB,Low
504_CPU,CPU,Intel Core i5 11th Gen,Medium
504_GPU,GPU,NVIDIA GeForce RTX 3050Ti,Medium
504_RAM,RAM,16 GB,Medium
504_STORAGE,STORAGE,512.0 GB,Medium
505_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
505_GPU,GPU,Intel Integrated Integrated AMD Radeon Graphics,Low
505_RAM,RAM,16 GB,Low
505_STORAGE,STORAGE,512.0 GB,Low
506_CPU,CPU,Intel Core i3 11th Gen,Low
506_GPU,GPU,Intel Integrated UHD,Low
506_RAM,RAM,4 GB,Low
506_STORAGE,STORAGE,256.0 GB,Low
507_CPU,CPU,Apple M1 Pro,Medium
507_GPU,GPU,Integrated,Medium
507_RAM,RAM,16 GB,Medium
507_STORAGE,STORAGE,1024.0 GB,Medium
508_CPU,CPU,Intel Core i5 10th Gen,Medium
508_GPU,GPU,NVIDIA GeForce GTX NVIDIA GeForce GTX 1650 4GB GDDR6,Medium
508_RAM,RAM,8 GB,Medium
508_STORAGE,STORAGE,1024.0 GB,Medium
509_CPU,CPU,AMD Ryzen 7 Octa Core,High
509_GPU,GPU,NVIDIA GeForce GTX 1650,High
509_RAM,RAM,8 GB,High
509_STORAGE,STORAGE,512.0 GB,High
510_CPU,CPU,AMD Ryzen 7 Octa Core,Medium
510_GPU,GPU,NVIDIA GeForce RTX 3050 Ti,Medium
510_RAM,RAM,16 GB,Medium
510_STORAGE,STORAGE,1280.0 GB,Medium
511_CPU,CPU,Intel Core i7 11th Gen,Low
511_GPU,GPU,Integrated,Low
511_RAM,RAM,16 GB,Low
511_STORAGE,STORAGE,1024.0 GB,Low
512_CPU,CPU,Intel Core i3 11th Gen,Low
512_GPU,GPU,Intel Integrated UHD,Low
512_RAM,RAM,8 GB,Low
512_STORAGE,STORAGE,512.0 GB,Low
513_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
513_GPU,GPU,AMD Radeon AMD,Low
513_RAM,RAM,16 GB,Low
513_STORAGE,STORAGE,512.0 GB,Low
514_CPU,CPU,Intel Core i3 10th Gen,Low
514_GPU,GPU,Intel Integrated UHD,Low
514_RAM,RAM,8 GB,Low
514_STORAGE,STORAGE,256.0 GB,Low
515_CPU,CPU,AMD Ryzen 7 Octa Core 4th Gen,Medium
515_GPU,GPU,NVIDIA GeForce GTX GTX1650- 4GB,Medium
515_RAM,RAM,8 GB,Medium
515_STORAGE,STORAGE,512.0 GB,Medium
516_CPU,CPU,Intel Core i3 11th Gen,Low
516_GPU,GPU,Intel Integrated UHD,Low
516_RAM,RAM,4 GB,Low
516_STORAGE,STORAGE,256.0 GB,Low
517_CPU,CPU,Intel Core i3 10th Gen,Low
517_GPU,GPU,Intel Integrated,Low
517_RAM,RAM,4 GB,Low
517_STORAGE,STORAGE,256.0 GB,Low
518_CPU,CPU,AMD Athlon Dual Core,Low
518_GPU,GPU,AMD Radeon AMD,Low
518_RAM,RAM,4 GB,Low
518_STORAGE,STORAGE,256.0 GB,Low
519_CPU,CPU,Intel Core i3 10th Gen,Low
519_GPU,GPU,Intel Integrated,Low
519_RAM,RAM,4 GB,Low
519_STORAGE,STORAGE,256.0 GB,Low
520_CPU,CPU,Intel Core i3 10th Gen,Low
520_GPU,GPU,Intel Integrated UHD,Low
520_RAM,RAM,8 GB,Low
520_STORAGE,STORAGE,256.0 GB,Low
521_CPU,CPU,Intel Core i3 11th Gen,Low
521_GPU,GPU,Intel Integrated Intel,Low
521_RAM,RAM,8 GB,Low
521_STORAGE,STORAGE,1024.0 GB,Low
522_CPU,CPU,Intel Celeron Dual Core 4th Gen,Low
522_GPU,GPU,Intel Integrated UHD,Low
522_RAM,RAM,4 GB,Low
522_STORAGE,STORAGE,nan GB,Low
523_CPU,CPU,AMD Ryzen 5 Hexa Core,Medium
523_GPU,GPU,NVIDIA GeForce RTX 3050,Medium
523_RAM,RAM,8 GB,Medium
523_STORAGE,STORAGE,512.0 GB,Medium
524_CPU,CPU,AMD Ryzen 9 Octa Core,Extreme
524_GPU,GPU,AMD Radeon RX 6600M,Extreme
524_RAM,RAM,16 GB,Extreme
524_STORAGE,STORAGE,1024.0 GB,Extreme
525_CPU,CPU,Intel Core i5 11th Gen,Low
525_GPU,GPU,NVIDIA GeForce MX 330,Low
525_RAM,RAM,8 GB,Low
525_STORAGE,STORAGE,1280.0 GB,Low
526_CPU,CPU,Intel Core i5 11th Gen,Low
526_GPU,GPU,Intel Integrated DDR4,Low
526_RAM,RAM,16 GB,Low
526_STORAGE,STORAGE,512.0 GB,Low
527_CPU,CPU,Intel Core i7 11th Gen,Extreme
527_GPU,GPU,NVIDIA GeForce RTX 3060,Extreme
527_RAM,RAM,16 GB,Extreme
527_STORAGE,STORAGE,1024.0 GB,Extreme
528_CPU,CPU,Intel Core i5 11th Gen,Low
528_GPU,GPU,NVIDIA GeForce MX350,Low
528_RAM,RAM,8 GB,Low
528_STORAGE,STORAGE,1280.0 GB,Low
529_CPU,CPU,Intel Core i5 11th Gen,Low
529_GPU,GPU,Intel Integrated Iris Xe,Low
529_RAM,RAM,8 GB,Low
529_STORAGE,STORAGE,512.0 GB,Low
530_CPU,CPU,Intel Core i5 11th Gen,Low
530_GPU,GPU,Intel Integrated Iris Xe,Low
530_RAM,RAM,16 GB,Low
530_STORAGE,STORAGE,512.0 GB,Low
531_CPU,CPU,Intel Core i3 11th Gen,Low
531_GPU,GPU,Intel Integrated UHD,Low
531_RAM,RAM,8 GB,Low
531_STORAGE,STORAGE,256.0 GB,Low
532_CPU,CPU,Intel Core i5 11th Gen,Low
532_GPU,GPU,Intel Integrated MX350,Low
532_RAM,RAM,8 GB,Low
532_STORAGE,STORAGE,512.0 GB,Low
533_CPU,CPU,Intel Core i5 11th Gen,Low
533_GPU,GPU,Intel Integrated Iris Xe,Low
533_RAM,RAM,16 GB,Low
533_STORAGE,STORAGE,512.0 GB,Low
534_CPU,CPU,Intel Core i5 11th Gen,Low
534_GPU,GPU,Intel Integrated Iris Xe,Low
534_RAM,RAM,8 GB,Low
534_STORAGE,STORAGE,512.0 GB,Low
535_CPU,CPU,Intel Core i3 10th Gen,Low
535_GPU,GPU,Intel Integrated UHD,Low
535_RAM,RAM,8 GB,Low
535_STORAGE,STORAGE,1024.0 GB,Low
536_CPU,CPU,AMD Ryzen 5 Hexa Core,Medium
536_GPU,GPU,NVIDIA GeForce RTX 3050,Medium
536_RAM,RAM,16 GB,Medium
536_STORAGE,STORAGE,512.0 GB,Medium
537_CPU,CPU,Intel Core i3 10th Gen,Low
537_GPU,GPU,Intel Integrated UHD,Low
537_RAM,RAM,8 GB,Low
537_STORAGE,STORAGE,1280.0 GB,Low
538_CPU,CPU,AMD Athlon Dual Core,Low
538_GPU,GPU,AMD Radeon AMD,Low
538_RAM,RAM,4 GB,Low
538_STORAGE,STORAGE,256.0 GB,Low
539_CPU,CPU,Intel Core i5 11th Gen,Low
539_GPU,GPU,Intel Integrated Iris Xe,Low
539_RAM,RAM,8 GB,Low
539_STORAGE,STORAGE,512.0 GB,Low
540_CPU,CPU,Intel Core i3 10th Gen,Low
540_GPU,GPU,Intel Integrated UHD,Low
540_RAM,RAM,8 GB,Low
540_STORAGE,STORAGE,1280.0 GB,Low
541_CPU,CPU,AMD Ryzen 5 Quad Core,Low
541_GPU,GPU,AMD Radeon Vega,Low
541_RAM,RAM,8 GB,Low
541_STORAGE,STORAGE,256.0 GB,Low
542_CPU,CPU,Intel Core i5 10th Gen,Low
542_GPU,GPU,Intel Integrated UHD,Low
542_RAM,RAM,8 GB,Low
542_STORAGE,STORAGE,512.0 GB,Low
543_CPU,CPU,Intel Core i5 11th Gen,Medium
543_GPU,GPU,NVIDIA GeForce GTX GTX,Medium
543_RAM,RAM,16 GB,Medium
543_STORAGE,STORAGE,512.0 GB,Medium
544_CPU,CPU,Intel Core i5 11th Gen,Low
544_GPU,GPU,Intel Integrated Iris Xe,Low
544_RAM,RAM,8 GB,Low
544_STORAGE,STORAGE,512.0 GB,Low
545_CPU,CPU,Intel Core i7 11th Gen,High
545_GPU,GPU,NVIDIA GeForce RTX 3050Ti,High
545_RAM,RAM,16 GB,High
545_STORAGE,STORAGE,512.0 GB,High
546_CPU,CPU,Intel Core i5 11th Gen,Low
546_GPU,GPU,Intel Integrated Iris Xe,Low
546_RAM,RAM,8 GB,Low
546_STORAGE,STORAGE,1280.0 GB,Low
547_CPU,CPU,Intel Core i5 11th Gen,Medium
547_GPU,GPU,NVIDIA GeForce MX350,Medium
547_RAM,RAM,16 GB,Medium
547_STORAGE,STORAGE,512.0 GB,Medium
548_CPU,CPU,Intel Core i3 11th Gen,Low
548_GPU,GPU,Intel Integrated UHD,Low
548_RAM,RAM,8 GB,Low
548_STORAGE,STORAGE,1280.0 GB,Low
549_CPU,CPU,Intel Core i5 11th Gen,Low
549_GPU,GPU,Integrated,Low
549_RAM,RAM,16 GB,Low
549_STORAGE,STORAGE,512.0 GB,Low
550_CPU,CPU,Intel Core i5 10th Gen,Low
550_GPU,GPU,Intel Integrated UHD,Low
550_RAM,RAM,8 GB,Low
550_STORAGE,STORAGE,1024.0 GB,Low
551_CPU,CPU,AMD Ryzen 9 Octa Core,High
551_GPU,GPU,NVIDIA GeForce RTX 3050,High
551_RAM,RAM,16 GB,High
551_STORAGE,STORAGE,1024.0 GB,High
552_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
552_GPU,GPU,AMD Radeon AMD,Low
552_RAM,RAM,8 GB,Low
552_STORAGE,STORAGE,1280.0 GB,Low
553_CPU,CPU,Intel Core i3 11th Gen,Low
553_GPU,GPU,Intel Integrated UHD,Low
553_RAM,RAM,8 GB,Low
553_STORAGE,STORAGE,256.0 GB,Low
554_CPU,CPU,AMD Ryzen 9 Octa Core,High
554_GPU,GPU,NVIDIA GeForce RTX 3050 Ti,High
554_RAM,RAM,32 GB,High
554_STORAGE,STORAGE,1024.0 GB,High
555_CPU,CPU,AMD Ryzen 9 Octa Core,High
555_GPU,GPU,NVIDIA GeForce RTX 3050 Ti,High
555_RAM,RAM,16 GB,High
555_STORAGE,STORAGE,1024.0 GB,High
556_CPU,CPU,Intel Core i7 11th Gen,High
556_GPU,GPU,NVIDIA GeForce RTX RTX 3060,High
556_RAM,RAM,16 GB,High
556_STORAGE,STORAGE,1024.0 GB,High
557_CPU,CPU,Intel Core i5 11th Gen,Low
557_GPU,GPU,Intel Integrated Iris Xe,Low
557_RAM,RAM,16 GB,Low
557_STORAGE,STORAGE,1280.0 GB,Low
558_CPU,CPU,AMD Ryzen 9 Octa Core,High
558_GPU,GPU,NVIDIA GeForce RTX 3050 Ti,High
558_RAM,RAM,32 GB,High
558_STORAGE,STORAGE,1024.0 GB,High
559_CPU,CPU,Intel Core i7 11th Gen,Medium
559_GPU,GPU,NVIDIA GeForce RTX RTX 3050,Medium
559_RAM,RAM,16 GB,Medium
559_STORAGE,STORAGE,1024.0 GB,Medium
560_CPU,CPU,AMD Ryzen 5 Hexa Core,Medium
560_GPU,GPU,NVIDIA GeForce GTX 1650,Medium
560_RAM,RAM,8 GB,Medium
560_STORAGE,STORAGE,512.0 GB,Medium
561_CPU,CPU,Intel Core i5 11th Gen,Medium
561_GPU,GPU,NVIDIA GeForce GTX 1650,Medium
561_RAM,RAM,8 GB,Medium
561_STORAGE,STORAGE,512.0 GB,Medium
562_CPU,CPU,Intel Core i5 11th Gen,Low
562_GPU,GPU,Intel Integrated Iris Xe,Low
562_RAM,RAM,8 GB,Low
562_STORAGE,STORAGE,512.0 GB,Low
563_CPU,CPU,Intel Core i7 11th Gen,High
563_GPU,GPU,NVIDIA GeForce RTX 3060,High
563_RAM,RAM,16 GB,High
563_STORAGE,STORAGE,1024.0 GB,High
564_CPU,CPU,Intel Celeron Dual Core 4th Gen,Low
564_GPU,GPU,Intel Integrated UHD,Low
564_RAM,RAM,4 GB,Low
564_STORAGE,STORAGE,256.0 GB,Low
565_CPU,CPU,Intel Core i5 11th Gen,Low
565_GPU,GPU,Intel Integrated UHD,Low
565_RAM,RAM,16 GB,Low
565_STORAGE,STORAGE,512.0 GB,Low
566_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
566_GPU,GPU,AMD Radeon AMD,Low
